Sku,UPC,Catalogue N,Title,Label,Arq COST,Cost Price,V.S.P.,Latest SOH,01-2019 total sale of Goods,02-2019 total sale of Goods,03-2019 total sale of Goods,04-2019 total sale of Goods,05-2019 total sale of Goods,06-2019 total sale of Goods,07-2019 total sale of Goods,08-2019 total sale of Goods,09-2019 total sale of Goods,Existence on Shop,3 months avrage sale,Stock Status,profit,Profit status,Final Status,Non Moving Action,Reordering
734914,6953156280526,SUCH-01        ,BASEUS XIAOCHUN MAGNETIC CAR PHONE HOLDER BLACK                                                               ,BASEUS                        ,10.26,19.5,39,0,1,0,2,0,1,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734915,6953156280533,SUCH-02        ,BASEUS XIAOCHUN MAGNETIC CAR PHONE HOLDER SILVER                                                              ,BASEUS                        ,10.2,24.5,49,0,1,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734916,6953156259850,SUHS-DP01      ,BASEUS DOUBLE CLIP HORIZONTAL VEHICLE MOUNT BLACK                                                             ,BASEUS                        ,13.48,24.5,49,0,5,1,4,1,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734917,6953156259867,SUHS-DP0S      ,BASEUS DOUBLE CLIP HORIZONTAL VEHICLE MOUNT SILVER                                                            ,BASEUS                        ,13.51,24.5,49,0,3,2,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734918,6953156276468,SUJX-01        ,BASEUS GOLD AROMATIZING AIR VENT CAR MOUNT                                                                    ,BASEUS                        ,22,34.5,69,1,3,1,2,0,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
734920,6953156273085,SUYZD-01       ,BASEUS BULLET ON-BOARD CAR MAGNETIC BRACKET BLACK                                                             ,BASEUS                        ,13.62,34.5,69,6,11,11,19,26,28,23,30,22,5,0 month,19,Fast moving,396.72,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734921,6953156273092,SUYZD-09       ,BASEUS BULLET ON-BOARD CAR MAGNETIC BRACKET RED                                                               ,BASEUS                        ,13.95,34.5,69,8,8,2,5,8,6,5,9,1,0,Min 3 months,3.33,Slow moving,68.4315,Profitable,Slow moving - Profitable,-,-
734922,6953156273108,SUYZD-0S       ,BASEUS BULLET ON-BOARD CAR MAGNETIC BRACKET SILVER                                                            ,BASEUS                        ,13.95,34.5,69,21,11,4,22,18,9,8,14,11,3,0 month,9.33,Fast moving,191.7315,Profitable,Fast moving - Profitable,-,-
734923,6953156260573,SUGX-A01       ,BASEUS MAGNETIC AIR VENT CAR MOUNT HOLDER WITH CABLE CLIP BLACK                                               ,BASEUS                        ,12.05,29.5,59,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734924,6953156260580,SUGX-A0V       ,BASEUS MAGNETIC AIR VENT CAR MOUNT HOLDER WITH CABLE CLIP GOLD                                                ,BASEUS                        ,11.76,29.5,59,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734925,6953156260597,SUGX-A09       ,BASEUS MAGNETIC AIR VENT CAR MOUNT HOLDER WITH CABLE CLIP RED                                                 ,BASEUS                        ,11.65,29.5,59,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734926,6953156260603,SUGX-A0S       ,BASEUS MAGNETIC AIR VENT CAR MOUNT HOLDER WITH CABLE CLIP SILVER                                              ,BASEUS                        ,11.7,24.5,49,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734927,6953156253063,SUER-B01       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET BLACK                                                             ,BASEUS                        ,11.76,24.5,49,7,12,12,16,21,21,11,6,1,0,0 month,2.33,Slow moving,29.6842,Less profitable,Slow moving - Less profitable,-,-
734928,6953156253070,SUER-B0S       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE SILVER                                                       ,BASEUS                        ,11.76,24,49,13,1,2,10,5,6,12,28,8,0,Min 3 months,12,Fast moving,146.88,Profitable,Fast moving - Profitable,-,-
734929,6953156259379,SUER-B09       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE RED                                                          ,BASEUS                        ,11.76,24.5,49,0,4,2,7,2,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734930,6953156253094,SUER-B0V       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE GOLD                                                         ,BASEUS                        ,12.05,24.5,49,5,5,5,0,9,4,5,6,5,1,0 month,4,Slow moving,49.8,Profitable,Slow moving - Profitable,-,-
734931,6953156282001,WIAPIPH58-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XS                                                                 ,BASEUS                        ,7.84,24.5,49,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734933,6953156282018,WIAPIPH58-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XS                                                                  ,BASEUS                        ,7.84,24.5,49,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734934,6953156282025,WIAPIPH58-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XS                                                                 ,BASEUS                        ,7.84,24.5,49,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734935,6953156280977,CALLG-01       ,BASEUS GLOWING DATA CABLE USB FOR LIGHTNING BLACK                                                             ,BASEUS                        ,15.69,29.5,59,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734936,6953156280984,CALLG-09       ,BASEUS GLOWING DATA CABLE USB FOR LIGHTNING RED                                                               ,BASEUS                        ,15.6,29.5,59,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734937,6953156282315,SUGENT-ZN03    ,BASEUS SMART CAR MOUNT PHONE HOLDER BLUE                                                                      ,BASEUS                        ,34.52,69.5,149,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734938,6953156282322,SUGENT-ZN0S    ,BASEUS SMART CAR MOUNT PHONE HOLDER SILVER                                                                    ,BASEUS                        ,34.52,69.5,149,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734939,6953156278790,CCALL-XK01     ,BASEUS DESKTOP WIRELESS/WIRED CHARGER BLACK                                                                   ,BASEUS                        ,54.33,109.5,229,0,1,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734940,6953156281707,WXXP-02        ,BASEUS WIRELESS CHARGER SUCTION CUP WHITE                                                                     ,BASEUS                        ,20.91,44.5,99,1,1,0,0,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
734941,6953156281691,WXXP-01        ,BASEUS WIRELESS CHARGER SUCTION CUP BLACK                                                                     ,BASEUS                        ,22.19,44.5,89,3,2,1,2,0,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
734942,6953156281370,TZARGS-09      ,BASEUS CASE FOR AIRPODS RED                                                                                   ,BASEUS                        ,7.461149425,24.5,49,2,9,2,3,7,1,1,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
734943,6953156281363,TZARGS-01      ,BASEUS CASE FOR AIRPODS BLACK                                                                                 ,BASEUS                        ,7.61,24.5,49,2,14,15,11,11,6,1,1,0,0,0 month,0.33,Non moving,5.5737,Less profitable,Non moving - Less profitable,-,-
734944,6953156281387,TZARGS-G2      ,BASEUS CASE FOR AIRPODS GRAY                                                                                  ,BASEUS                        ,7.61,24.5,49,1,11,3,6,3,2,0,1,0,0,Min 3 months,0.33,Non moving,5.5737,Less profitable,Non moving - Less profitable,Buying Price,-
734945,6953156280250,CCALL-YX01     ,BASEUS Y TYPE DUAL USB+ CAR CHARGER BLACK                                                                     ,BASEUS                        ,11.14,39.5,79,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734947,6953156280267,CCALL-YX02     ,BASEUS Y TYPE DUAL USB+ CAR CHARGER WHITE                                                                     ,BASEUS                        ,11.14,39.5,79,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734948,6953156276673,ACSR-MS01      ,BASEUS MAGIC MONSTER GAMEPAD STYLE POWER BANK 2000MAH                                                         ,BASEUS                        ,24.14,49.5,109,0,7,2,6,4,3,2,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734966,6953156282032,WIAPIPH61-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XR                                                                 ,BASEUS                        ,7.84,24.5,49,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734968,6953156282049,WIAPIPH61-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XR                                                                  ,BASEUS                        ,7.84,24.5,49,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734970,6953156282056,WIAPIPH61-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XR                                                                 ,BASEUS                        ,7.84,24.5,49,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734971,6953156282063,WIAPIPH65-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XS MAX                                                             ,BASEUS                        ,7.62,24.5,49,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734973,6953156282070,WIAPIPH65-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XS MAX                                                              ,BASEUS                        ,7.62,24.5,49,0,0,0,0,0,0,0,0,0,0,2 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734975,6953156282087,WIAPIPH65-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XS MAX                                                             ,BASEUS                        ,7.71,24.5,49,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734976,6953156281738,CALEYE-01      ,BASEUS BIG EYE DIGITAL DISPLAY LIGHTNING CABLE BLACK                                                          ,BASEUS                        ,14.32,39.5,79,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734981,6953156281745,CALEYE-02      ,BASEUS BIG EYE DIGITAL DISPLAY LIGHTNING CABLE WHITE                                                          ,BASEUS                        ,14.32,39.5,79,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
735669,6953156253087,SUER-B0R       ,BASEUS SMALL EARS VERTICAL MAGNETIC BRACKET ROSE GOLD                                                         ,BASEUS                        ,11.76,24.5,49,0,0,3,2,2,0,2,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
735670,6953156277526,SGAPIPHX-RA01  ,BASEUS DROP-PROOF CURVED FULL SCREEN TEMPERED GLASS BLACK FOR IPHONE X                                        ,BASEUS                        ,7.44,19.5,39,1,4,12,26,16,3,2,1,1,0,0 month,0.67,Non moving,8.0802,Less profitable,Non moving - Less profitable,-,-
738068,6953156275522,WXHSG-02       ,BASEUS SILCIONE HORIZONTAL DESKTOP WIRELESS CHARGER WHITE                                                     ,BASEUS                        ,28.72,59.5,129,0,0,1,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738069,6953156275515,WXHSG-01       ,BASEUS SILCIONE HORIZONTAL DESKTOP WIRELESS CHARGER BLACK                                                     ,BASEUS                        ,28.72,59.5,129,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738071,6953156280816,SUXUN-BY0G     ,BASEUS FRAGRANCE/CAR MOUNT GREY                                                                               ,BASEUS                        ,12.62,24.5,49,0,2,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738072,6953156280809,SUXUN-BY09     ,BASEUS FRAGRANCE/CAR MOUNT RED                                                                                ,BASEUS                        ,12.62,24.5,49,0,2,0,0,0,1,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738073,6953156280793,SUXUN-BY01     ,BASEUS FRAGRANCE/CAR MOUNT BLACK                                                                              ,BASEUS                        ,12.63,19.5,39,0,1,0,2,1,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738074,6953156270961,CATSX-F0G      ,BASEUS 10-IN-1 HUB ADAPTER                                                                                    ,BASEUS                        ,161.91,344.5,719,0,1,1,1,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738075,6953156261631,CATCY-B0G      ,BASEUS TYPE C TO HDMI JOINT ADAPTER CABLE 1.8M DARK GREY                                                      ,BASEUS                        ,65,129.5,269,1,1,0,0,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
738076,6953156258396,CATSX-D0G      ,BASEUS HDMI + USB 3.0 HUB ADAPTER                                                                             ,BASEUS                        ,61,124.5,259,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738077,6953156270954,CATSY-0G       ,BASEUS TYPE-C MALE TO HDMI MALE 4K HD ADAPTER CABLE 1.8M                                                      ,BASEUS                        ,40.99,89.5,189,1,3,2,4,0,1,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
738078,6953156284647,ACSLCJ-06      ,BASEUS GRENADE BLACK/ARMY GREEN GRIP FOR SMARTPHONES                                                          ,BASEUS                        ,9.51,24.5,49,14,89,35,30,29,31,38,25,18,1,0 month,14.67,Fast moving,219.9033,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
738079,6953156282926,ACSR-XJ09      ,BASEUS ADAPTER X-MEN AUDIO RADIATOR RED/BLACK                                                                 ,BASEUS                        ,23.46,49.5,99,0,4,1,4,1,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738080,6953156282933,ACSR-XJ0A      ,BASEUS ADAPTER X-MEN AUDIO RADIATOR BLACK                                                                     ,BASEUS                        ,23.46,39.5,79,0,4,2,1,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738081,6953156280274,ACXUN-02       ,BASEUS AROMA DIFFUSER CREAM WHITE                                                                             ,BASEUS                        ,36.14,64.5,139,5,4,4,4,4,3,4,5,0,0,0 month,1.67,Slow moving,47.3612,Profitable,Slow moving - Profitable,-,-
739727,6953156282940,WIAPPOD-01     ,BASEUS PROTECTIVE CASE/WIRELESS CHARGER BLACK FOR AIRPODS                                                     ,BASEUS                        ,17.33,44.5,99,13,29,15,16,18,15,9,1,6,1,0 month,2.67,Slow moving,72.5439,Profitable,Slow moving - Profitable,-,-
739728,6953156282957,WIAPPOD-09     ,BASEUS PROTECTIVE CASE/WIRELESS CHARGER RED FOR AIRPODS                                                       ,BASEUS                        ,17.33,44.5,99,7,12,10,8,12,5,1,4,0,0,Min 3 months,1.33,Slow moving,36.1361,Profitable,Slow moving - Profitable,-,-
742244,6953156284234,CAHUB-F01      ,BASEUS ROUND BOX USB 3.0 HUB ADAPTER BLACK                                                                    ,BASEUS                        ,12.71,29.5,59,2,1,3,1,2,0,1,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
742245,6953156284241,CAHUB-F02      ,BASEUS ROUND BOX USB 3.0 HUB ADAPTER WHITE                                                                    ,BASEUS                        ,12.31,29.5,59,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
742247,6953156284258,CAHUB-G01      ,BASEUS ROUND BOX TYPE-C HUB ADAPTER BLACK                                                                     ,BASEUS                        ,12.71,29.5,59,0,0,1,4,3,2,2,0,1,0,Min 3 months,0.33,Run out of stock,5.5407,Less profitable,Run out of stock - Less profitable,-,Stop Ordering
742248,6953156284630,ACSLCJ-01      ,BASEUS GRENADE BLACK GRIP FOR SMARTPHONES                                                                     ,BASEUS                        ,9.313366215,24.5,49,25,55,26,36,39,44,52,51,32,1,Min 3 months,28,Fast moving,425.225746,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742249,6953156286603,SUCJLF-01      ,BASEUS WINNER COOLING HEAT SINK BLACK FOR SMARTPHONES                                                         ,BASEUS                        ,21.04,44.5,99,20,27,10,7,23,10,15,21,9,2,0 month,10.67,Fast moving,250.3182,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742292,6953156279650,SGAPIPD-CX02   ,BASEUS 0.3MM TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                                             ,BASEUS                        ,14.43490654,39.5,79,0,7,2,4,-1,0,0,-1,0,0,0 month,-0.33,Run out of stock,-8.271480841,Less profitable,Run out of stock - Less profitable,-,Stop Ordering
742293,6953156279667,SGAPIPD-DX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                             ,BASEUS                        ,16.32,44.5,89,2,2,0,1,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
742294,6953156282100,LTAPIPD-ASM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 11-INCH                                                 ,BASEUS                        ,38.14,74.5,159,2,2,1,0,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
742295,6953156279155,SUGENT-XF0S    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET SILVER FOR SMARTPHONES                                                ,BASEUS                        ,17.78,39.5,79,5,11,7,2,9,16,7,3,11,1,0 month,5,Slow moving,108.6,Profitable,Slow moving - Profitable,-,-
742296,6953156279148,SUGENT-XF01    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET BLACK FOR SMARTPHONES                                                 ,BASEUS                        ,17.77073171,39.5,79,1,10,8,9,10,18,6,19,11,0,0 month,10,Fast moving,217.2926829,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742297,6953156272668,ACAPIPHX-ABJ01 ,BASEUS 1+1 BLACK WIRELESS CHARGE 5000MAH POWER BANK FOR IPHONE XS/X                                           ,BASEUS                        ,63.54,119.5,249,0,3,1,1,2,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
742298,6953156270640,ACAPIPHX-BJ01  ,BASEUS PLAID BLACK 3500MAH POWER BANK FOR IPHONE X                                                            ,BASEUS                        ,46.7760274,89.5,189,0,5,2,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
742300,6953156284401,ACPCL-01       ,BASEUS GOLDEN CUDGEL CAPACITIVE STYLUS BLACK                                                                  ,BASEUS                        ,14.4749711,29.5,59,12,12,9,18,18,15,7,8,16,2,0 month,8.67,Fast moving,130.2670006,Profitable,Fast moving - Profitable,-,-
742301,6958444961736,4KCD6901       ,USAMS 4000MAH POWER BANK CASE BLACK FOR IPHONE XS MAX                                                         ,USAMS                         ,45,94.5,199,0,34,9,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
743939,6953156282247,NGH08-01       ,BASEUS H08 BLACK IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                                 ,BASEUS                        ,76,140,289,8,23,5,9,9,6,6,3,3,0,0 month,2,Slow moving,128,Profitable,Slow moving - Profitable,-,-
743940,6953156282254,NGH08-2G       ,BASEUS H08 WHITE/GREY IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                            ,BASEUS                        ,76,140,289,1,14,9,5,2,3,0,0,1,1,0 month,0.67,Non moving,42.88,Profitable,Non moving - Profitable,-,-
743943,6953156271357,NGS07-01       ,BASEUS ENCOK BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                       ,BASEUS                        ,27.24,49.5,99,5,0,1,0,0,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
743945,6953156271371,NGS07-19       ,BASEUS ENCOK RED/BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                   ,BASEUS                        ,26.99,49.5,99,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
743947,6953156271364,NGS07-S9       ,BASEUS ENCOK SILVER/RED SPORTS WIRELESS IN-EAR EARPHONES S07                                                  ,BASEUS                        ,27.24,49.5,99,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
743953,6953156284814,WIAPIPH58-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS                                                                  ,BASEUS                        ,11.7,34.5,69,2,16,18,24,26,17,4,1,2,0,0 month,1,Slow moving,22.8,Less profitable,Slow moving - Less profitable,-,-
743955,6953156284821,WIAPIPH58-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS                                                      ,BASEUS                        ,12.38,34.5,69,1,15,7,10,12,8,5,7,2,2,0 month,3.67,Slow moving,81.1804,Profitable,Slow moving - Profitable,-,-
743956,6953156284838,WIAPIPH58-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS                                                                   ,BASEUS                        ,12.68,34.5,69,0,16,5,16,12,13,2,1,2,0,0 month,1,Run out of stock,21.82,Less profitable,Run out of stock - Less profitable,-,Stop Ordering
743958,6953156284845,WIAPIPH58-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS                                                                    ,BASEUS                        ,12.38,34.5,69,2,10,5,9,5,3,3,7,0,0,Min 3 months,2.33,Slow moving,51.5396,Profitable,Slow moving - Profitable,-,-
743960,6953156284890,WIAPIPH65-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS MAX                                                              ,BASEUS                        ,11.99,34.5,69,2,11,12,11,8,9,8,2,3,1,0 month,2,Slow moving,45.02,Profitable,Slow moving - Profitable,-,-
743961,6953156284906,WIAPIPH65-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS MAX                                                  ,BASEUS                        ,11.99,34.5,69,1,3,5,2,3,1,0,1,0,0,Min 3 months,0.33,Non moving,7.4283,Less profitable,Non moving - Less profitable,Buying Price,-
743963,6953156284913,WIAPIPH65-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS MAX                                                               ,BASEUS                        ,11.99,34.5,69,0,5,4,4,4,3,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
743965,6953156284920,WIAPIPH65-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS MAX                                                                ,BASEUS                        ,11.99,34.5,69,0,2,3,6,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
743966,6953156285798,CATKC-A01      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M BLACK                                                             ,BASEUS                        ,7.27,29.5,59,3,1,3,11,3,11,7,8,9,3,0 month,6.67,Fast moving,148.2741,Profitable,Fast moving - Profitable,-,-
743968,6953156279025,SUCJG9-02      ,BASEUS G9 MOBILE GAME SCORING TOOL WHITE FOR SMARTPHONES/TABLET                                               ,BASEUS                        ,5.26,24.5,49,21,36,12,14,16,23,31,21,5,2,Min 3 months,9.33,Fast moving,179.5092,Profitable,Fast moving - Profitable,-,-
743975,6953156279018,SUCJG9-01      ,BASEUS G9 MOBILE GAME SCORING TOOL BLACK FOR SMARTPHONES/TABLET                                               ,BASEUS                        ,5.26,24.5,49,3,38,20,12,10,7,3,4,4,0,Min 3 months,2.67,Slow moving,51.3708,Profitable,Slow moving - Profitable,-,-
744168,6953156285804,CATKC-A09      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M RED                                                               ,BASEUS                        ,7.27,29.5,59,8,10,3,5,1,4,7,3,2,0,Min 3 months,1.67,Slow moving,37.1241,Profitable,Slow moving - Profitable,-,-
746546,6953156279643,SGAPIPD-BX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 12.9-INCH 3RD GEN                   ,BASEUS                        ,21.8,44.5,99,0,2,1,4,4,2,5,4,1,0,0 month,1.67,Run out of stock,37.909,Profitable,Run out of stock - Profitable,-,-
746547,6953156282094,LTAPIPD-ASM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 11-INCH                                                ,BASEUS                        ,38.39247525,74.5,159,0,4,2,0,2,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
746548,6953156282117,LTAPIPD-BSM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 12.9-INCH 3RD GEN                                      ,BASEUS                        ,44.2,89.5,189,0,3,2,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
746549,6953156282124,LTAPIPD-BSM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 12.9-INCH 3RD GEN                                       ,BASEUS                        ,44.33706294,89.5,189,0,7,0,1,0,1,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
746699,744790317374,BHL-712        ,BRAVE LOTTO SERIES MAGNETIC CAR MOUNTS                                                                        ,BRAVE                         ,12.99,34.5,69,16,6,13,16,21,5,10,30,18,7,0 month,18.33,Fast moving,394.2783,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
746700,744790317381,BHL-713        ,BRAVE 2-IN-1 UNIVERSAL MAGNETIC HOLDER                                                                        ,BRAVE                         ,12.81,29.5,59,16,12,18,14,44,30,47,40,42,9,Min 3 months,30.33,Fast moving,506.2077,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
748116,7447902860838,BBP-901        ,BRAVE PU LEATHER BACKPACK BLACK WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                   ,BRAVE                         ,197.68,292,469,0,1,3,0,2,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
